Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A]
2025-11-04-,19, 2, 0,0.88,48.86,-1.38,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.20,63.90,64.30,70.10,76.00,83.10,78.60,88.40,78.50,100.20,109.10,89.60,115.80,69.40,82.60,90.60,71.50,1448.50,1448.50,0.005,3.730,72.100
2025-11-04-,19, 2, 1,0.90,48.89,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.20,63.90,64.30,70.10,76.00,83.10,78.60,89.80,79.80,102.00,111.10,91.10,117.80,70.70,84.10,92.00,72.60,1448.50,1448.50,0.005,3.730,72.100
2025-11-04-,19, 2, 2,0.92,48.94,-1.38,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.20,63.90,64.30,70.10,76.00,83.10,78.60,89.80,79.80,102.00,111.10,91.10,117.80,70.70,84.10,92.00,72.60,1448.50,1448.50,0.005,3.730,72.100
2025-11-04-,19, 2, 3,0.93,49.02,-1.40,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,64.80,65.30,71.30,77.20,84.40,79.90,91.30,79.80,103.90,111.10,92.90,117.80,70.70,84.10,92.00,72.60,1448.50,1448.50,0.005,3.730,72.100
2025-11-04-,19, 2, 4,0.95,49.06,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,64.80,65.30,71.30,77.20,84.40,79.90,91.30,81.10,103.90,113.00,92.90,119.90,72.10,85.70,93.40,73.90,1448.50,1448.50,0.005,3.730,72.100
2025-11-04-,19, 2, 5,0.97,49.08,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,64.80,65.30,71.30,77.20,84.40,79.90,91.30,81.10,103.90,113.00,92.90,119.90,72.10,85.70,93.40,73.90,1448.50,1448.50,0.005,3.730,72.100
2025-11-04-,19, 2, 6,0.98,49.12,-1.38,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,65.70,66.30,72.60,78.50,86.00,81.30,93.00,82.70,105.80,115.00,94.60,122.20,72.10,85.70,93.40,73.90,1448.50,1448.50,0.005,3.730,72.100
2025-11-04-,19, 2, 7,1.00,49.13,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,65.70,66.30,72.60,78.50,86.00,81.30,93.00,82.70,105.80,115.00,94.60,122.20,73.50,87.30,95.20,75.10,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2, 8,1.02,49.15,-1.38,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.50,99.90,0.00,90.10,65.70,66.30,72.60,78.50,86.00,81.30,93.00,82.70,105.80,115.00,94.60,122.20,73.50,87.30,95.20,75.10,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2, 9,1.03,49.18,-1.39,-1.38,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,66.80,67.40,73.80,79.90,87.50,82.70,94.60,84.10,108.00,117.30,96.60,124.70,73.50,87.30,95.20,75.10,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,10,1.05,49.20,-1.39,-1.38,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,66.80,67.40,73.80,79.90,87.50,82.70,94.60,84.10,108.00,117.30,96.60,124.70,75.00,89.10,96.70,76.40,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,11,1.07,49.21,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,66.80,67.40,73.80,79.90,87.50,82.70,94.60,84.10,108.00,117.30,96.60,124.70,75.00,89.10,96.70,76.40,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,12,1.08,49.23,-1.40,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,67.80,68.40,75.20,81.30,89.10,84.20,96.50,85.70,110.10,119.50,98.50,127.20,76.40,89.10,98.50,76.40,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,13,1.10,49.42,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,67.80,68.40,75.20,81.30,89.10,84.20,96.50,85.70,110.10,119.50,98.50,127.20,76.40,90.80,98.50,77.80,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,14,1.12,49.30,-1.38,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,69.00,68.40,76.60,81.30,90.70,84.20,96.50,85.70,110.10,119.50,98.50,127.20,76.40,90.80,98.50,77.80,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,15,1.13,49.28,-1.39,-1.38,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,69.00,69.70,76.60,82.80,90.70,85.70,98.20,87.30,112.60,122.20,100.40,130.10,77.90,92.50,100.40,79.30,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,16,1.15,49.30,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,69.00,69.70,76.60,82.80,90.70,85.70,98.20,87.30,112.60,122.20,100.40,130.10,77.90,92.50,100.40,79.30,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,17,1.17,49.30,-1.39,-1.40,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,70.10,69.70,78.10,82.80,92.60,85.70,98.20,87.30,112.60,122.20,100.40,130.10,77.90,92.50,100.40,79.30,1448.50,1448.50,0.005,3.740,72.100
2025-11-04-,19, 2,18,1.18,49.32,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,70.10,70.80,78.10,84.30,92.60,87.40,100.20,89.00,114.90,124.60,102.60,132.80,79.50,94.50,102.40,80.80,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,19,1.20,49.31,-1.38,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,70.10,70.80,78.10,84.30,92.60,87.40,100.20,89.00,114.90,124.60,102.60,132.80,79.50,94.50,102.40,80.80,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,20,1.22,49.32,-1.37,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,71.30,72.10,79.50,86.00,94.30,89.00,100.20,89.00,114.90,124.60,102.60,132.80,79.50,94.50,102.40,80.80,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,21,1.23,49.36,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,71.30,72.10,79.50,86.00,94.30,89.00,102.20,90.60,117.20,127.20,104.70,135.90,81.10,96.50,104.50,82.30,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,22,1.25,49.32,-1.40,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,71.30,72.10,79.50,86.00,94.30,89.00,102.20,90.60,117.20,127.20,104.70,135.90,81.10,96.50,104.50,82.30,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,23,1.27,49.36,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.10,72.70,73.40,81.00,87.60,96.10,90.70,104.20,90.60,120.00,127.20,106.80,135.90,81.10,96.50,104.50,82.30,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,24,1.28,49.33,-1.38,-1.39,-0.87,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.10,72.70,73.40,81.00,87.60,96.10,90.70,104.20,92.30,120.00,130.10,106.80,138.90,82.80,98.60,106.60,84.10,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,25,1.30,49.36,-1.38,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.10,72.70,73.40,81.00,87.60,96.10,90.70,104.20,92.30,120.00,130.10,106.80,138.90,82.80,98.60,106.60,84.10,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,26,1.32,49.36,-1.40,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.10,74.00,74.70,82.80,89.50,98.10,92.60,106.40,94.20,122.50,132.80,109.30,141.90,82.80,98.60,106.60,84.10,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,27,1.33,49.34,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.10,74.00,74.70,82.80,89.50,98.10,92.60,106.40,94.20,122.50,132.80,109.30,141.90,84.40,100.60,108.90,85.80,1448.50,1448.50,0.005,3.750,72.100
2025-11-04-,19, 2,28,1.35,49.33,-1.38,-1.39,-0.87,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.10,74.00,74.70,82.80,89.50,98.10,92.60,106.40,94.20,122.50,132.80,109.30,141.90,84.40,100.60,108.90,85.80,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,29,1.37,49.34,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,75.40,76.20,84.30,91.20,100.10,94.40,108.50,96.00,125.40,135.90,111.60,145.30,84.40,100.60,108.90,85.80,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,30,1.38,49.34,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.80,0.00,90.20,75.40,76.20,84.30,91.20,100.10,94.40,108.50,96.00,125.40,135.90,111.60,145.30,86.30,102.90,111.10,87.70,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,31,1.40,49.35,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.40,99.80,0.00,90.10,75.40,76.20,84.30,91.20,100.10,94.40,108.50,96.00,125.40,135.90,111.60,145.30,86.30,102.90,111.10,87.70,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,32,1.42,49.35,-1.39,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.40,99.80,0.00,90.10,76.80,77.60,86.20,93.00,102.20,96.40,110.90,98.00,128.10,138.80,114.20,148.50,88.00,102.90,113.40,87.70,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,33,1.43,49.36,-1.40,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.40,99.80,0.00,90.10,76.80,77.60,86.20,93.00,102.20,96.40,110.90,98.00,128.10,138.80,114.20,148.50,88.00,105.10,113.40,89.50,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,34,1.45,49.36,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.40,99.90,0.00,90.10,78.20,77.60,87.90,93.00,104.30,96.40,110.90,98.00,128.10,138.80,114.20,148.50,88.00,105.10,113.40,89.50,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,35,1.47,49.37,-1.39,-1.39,-0.87,-0.08,-0.40,200.00,100.00,0.00,97.40,99.90,0.00,90.10,78.20,79.20,87.90,95.00,104.30,98.20,113.10,100.00,131.20,142.10,116.60,151.80,89.70,107.20,115.90,91.30,1448.50,1448.50,0.005,3.760,72.100
2025-11-04-,19, 2,36,1.48,49.36,-1.39,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.40,99.90,0.00,90.10,78.20,79.20,87.90,95.00,104.30,98.20,113.10,100.00,131.20,142.10,116.60,151.80,89.70,107.20,115.90,91.30,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,37,1.50,49.38,-1.39,-1.38,-0.87,-0.08,-0.40,200.00,100.00,0.00,97.30,99.90,0.00,90.10,79.80,80.70,89.60,96.90,106.40,100.20,113.10,100.00,131.20,142.10,116.60,151.80,89.70,107.20,115.90,91.30,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,38,1.52,49.37,-1.40,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.30,99.90,0.00,90.10,79.80,80.70,89.60,96.90,106.40,100.20,115.40,101.90,134.00,145.10,119.10,155.30,91.70,109.70,118.30,93.40,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,39,1.53,49.38,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.30,99.90,0.00,90.10,79.80,80.70,89.60,96.90,106.40,100.20,115.40,101.90,134.00,145.10,119.10,155.30,91.70,109.70,118.30,93.40,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,40,1.55,49.41,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.30,99.90,0.00,90.10,81.30,82.20,91.50,99.00,108.80,102.40,118.00,101.90,136.90,145.10,122.00,155.30,91.70,109.70,118.30,93.40,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,41,1.57,49.38,-1.37,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.30,99.90,0.00,90.10,81.30,82.20,91.50,99.00,108.80,102.40,118.00,104.10,136.90,148.30,122.00,158.70,93.50,112.00,120.80,95.40,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,42,1.58,49.38,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.10,81.30,82.20,91.50,99.00,108.80,102.40,118.00,104.10,136.90,148.30,122.00,158.70,93.50,112.00,120.80,95.40,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,43,1.60,49.39,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.10,83.00,83.90,93.40,101.00,111.00,104.50,120.40,104.10,140.20,148.30,124.60,158.70,93.50,112.00,120.80,95.40,1448.50,1448.50,0.005,3.770,72.100
2025-11-04-,19, 2,44,1.62,49.39,-1.38,-1.38,-0.87,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.10,83.00,83.90,93.40,101.00,111.00,104.50,120.40,106.20,140.20,151.70,124.60,162.40,95.40,114.30,123.40,97.60,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,45,1.63,49.40,-1.39,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.10,83.00,83.90,93.40,101.00,111.00,104.50,120.40,106.20,140.20,151.70,124.60,162.40,95.40,114.30,123.40,97.60,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,46,1.65,49.43,-1.38,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.20,84.60,85.60,95.50,103.10,113.50,106.80,123.10,108.50,143.20,154.90,127.40,165.90,95.40,114.30,123.40,97.60,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,47,1.67,49.39,-1.38,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.20,84.60,85.60,95.50,103.10,113.50,106.80,123.10,108.50,143.20,154.90,127.40,165.90,97.50,116.90,125.90,99.60,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,48,1.68,49.43,-1.38,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.00,99.90,0.00,90.20,84.60,85.60,95.50,103.10,113.50,106.80,123.10,108.50,143.20,154.90,127.40,165.90,97.50,116.90,125.90,99.60,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,49,1.70,49.40,-1.39,-1.40,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.00,99.90,0.00,90.10,86.20,87.40,97.40,105.40,115.80,109.00,125.60,110.70,146.60,158.40,130.20,169.60,97.50,116.90,125.90,99.60,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,50,1.72,49.39,-1.38,-1.39,-0.84,-0.08,-0.40,200.00,100.00,0.00,97.00,99.90,0.00,90.10,86.20,87.40,97.40,105.40,115.80,109.00,125.60,110.70,146.60,158.40,130.20,169.60,99.40,119.40,128.80,101.90,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,51,1.73,49.40,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.00,99.90,0.00,90.10,86.20,87.40,97.40,105.40,115.80,109.00,125.60,110.70,146.60,158.40,130.20,169.60,99.40,119.40,128.80,101.90,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,52,1.75,49.40,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.00,99.90,0.00,90.10,88.00,89.10,99.60,107.80,118.40,111.40,128.40,113.10,149.70,161.70,133.20,173.10,101.50,119.40,131.50,101.90,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,53,1.77,49.40,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.00,99.90,0.00,90.10,88.00,89.10,99.60,107.80,118.40,111.40,128.40,113.10,149.70,161.70,133.20,173.10,101.50,122.10,131.50,104.10,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,54,1.78,49.42,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.10,88.00,89.10,99.60,107.80,118.40,111.40,128.40,113.10,149.70,161.70,133.20,173.10,101.50,122.10,131.50,104.10,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,55,1.80,49.41,-1.36,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.10,89.90,91.00,101.60,110.00,120.90,113.70,131.00,115.40,153.20,165.40,136.10,177.00,103.70,122.10,134.20,104.10,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,56,1.82,49.45,-1.38,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.10,99.90,0.00,90.10,89.90,91.00,101.60,110.00,120.90,113.70,131.00,115.40,153.20,165.40,136.10,177.00,103.70,124.80,134.20,106.50,1448.50,1448.50,0.005,3.780,72.100
2025-11-04-,19, 2,57,1.83,49.41,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.30,99.90,0.00,90.10,91.70,91.00,103.90,110.00,123.60,113.70,131.00,115.40,153.20,165.40,136.10,177.00,103.70,124.80,134.20,106.50,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 2,58,1.85,49.45,-1.38,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.30,99.90,0.00,90.10,91.70,92.80,103.90,112.50,123.60,116.30,133.90,117.90,156.40,168.70,139.20,180.50,105.80,127.30,137.10,108.80,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 2,59,1.87,49.41,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.90,0.00,90.10,91.70,92.80,103.90,112.50,123.60,116.30,133.90,117.90,156.40,168.70,139.20,180.50,105.80,127.30,137.10,108.80,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 0,1.88,49.44,-1.39,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.50,99.90,0.00,90.10,93.60,94.70,106.00,114.90,126.20,118.90,133.90,117.90,156.40,168.70,139.20,180.50,105.80,127.30,137.10,108.80,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 1,1.90,49.42,-1.37,-1.38,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.90,0.00,90.10,93.60,94.70,106.00,114.90,126.20,118.90,136.60,120.20,160.00,172.50,142.10,184.40,107.90,130.00,139.90,111.20,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 2,1.92,49.42,-1.39,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.50,99.90,0.00,90.10,93.60,94.70,106.00,114.90,126.20,118.90,136.60,120.20,160.00,172.50,142.10,184.40,107.90,130.00,139.90,111.20,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 3,1.93,49.42,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.50,99.90,0.00,90.10,95.40,96.70,108.50,117.30,129.10,121.30,136.60,120.20,160.00,172.50,142.10,184.40,107.90,130.00,139.90,111.20,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 4,1.95,49.41,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.50,99.90,0.00,90.10,95.40,96.70,108.50,117.30,129.10,121.30,139.60,122.90,163.40,175.90,145.30,188.10,110.20,132.80,142.60,113.50,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 5,1.97,49.45,-1.39,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,95.40,96.70,108.50,117.30,129.10,121.30,139.60,122.90,163.40,175.90,145.30,188.10,110.20,132.80,142.60,113.50,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 6,1.98,49.41,-1.39,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,97.30,98.70,110.70,120.00,131.70,123.80,142.40,122.90,167.00,175.90,148.40,188.10,110.20,132.80,142.60,113.50,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 7,2.00,49.42,-1.38,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,97.60,99.90,0.00,90.10,97.30,98.70,110.70,120.00,131.70,123.80,142.40,125.40,167.00,179.70,148.40,191.70,112.40,135.50,145.70,116.10,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 8,2.02,49.41,-1.39,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.70,99.90,0.00,90.10,97.30,98.70,110.70,120.00,131.70,123.80,142.40,125.40,167.00,179.70,148.40,191.70,112.40,135.50,145.70,116.10,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3, 9,2.03,49.42,-1.38,-1.39,-0.87,-0.08,-0.40,200.00,100.00,0.00,97.70,99.90,0.00,90.10,99.30,100.70,113.20,122.50,134.70,126.60,145.60,127.90,170.40,183.20,151.70,195.60,112.40,135.50,145.70,116.10,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3,10,2.05,49.42,-1.39,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.70,99.90,0.00,90.10,99.30,100.70,113.20,122.50,134.70,126.60,145.60,127.90,170.40,183.20,151.70,195.60,114.80,138.40,148.40,118.50,1448.50,1448.50,0.005,3.790,72.100
2025-11-04-,19, 3,11,2.07,49.47,-1.39,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,97.70,99.90,0.00,90.10,99.30,100.70,113.20,122.50,134.70,126.60,145.60,127.90,170.40,183.20,151.70,195.60,114.80,138.40,148.40,118.50,1448.50,1448.50,0.005,3.790,72.100
